player_name,mlbid,final_adp,week,x1b,x2b,x3b,hr,bb,hbp,r,rbi,sb,ud_points,week_rank,rank_group
Geraldo Perdomo,672695,240,2025-05-26,3,0,0,0,2,1,3,4,0,32,87,Unusable
Geraldo Perdomo,672695,240,2025-06-02,1,1,0,1,1,0,3,2,0,32,86,Unusable
Patrick Bailey,672275,240,2025-03-31,1,2,0,0,3,0,3,1,0,32,88,Unusable
Gabriel Moreno,672515,NA,2025-04-28,4,1,0,0,1,1,4,0,0,32,98,Unusable
Brayan Rocchio,677587,NA,2025-08-18,3,0,0,1,1,0,2,3,0,32,90,Unusable
Joey Bart,663698,NA,2025-07-28,2,0,0,0,5,1,2,2,0,32,102,Unusable
Otto Lopez,672640,NA,2025-08-04,4,1,0,0,2,0,3,1,0,32,89,Unusable
Gabriel Arias,672356,NA,2025-09-01,3,0,0,1,1,0,2,3,0,32,94,Unusable
Gabriel Arias,672356,NA,2025-09-22,1,1,1,0,3,0,1,2,0,32,69,Unusable
Javier Baez,595879,NA,2025-08-04,4,1,0,0,0,0,3,2,1,32,89,Unusable
Ernie Clement,676391,NA,2025-05-19,3,0,0,0,4,1,3,1,0,32,83,Unusable
Zach McKinstry,656716,NA,2025-06-16,3,0,0,1,1,0,1,2,1,32,88,Unusable
Rowdy Tellez,642133,NA,2025-09-15,3,0,0,1,1,0,2,3,0,32,82,Unusable
David Fry,681807,NA,2025-06-02,2,0,0,1,2,0,1,2,1,32,86,Unusable
Miguel Amaya,665804,NA,2025-04-21,3,0,0,1,1,0,3,2,0,32,83,Unusable
Alejandro Kirk,672386,NA,2025-07-21,1,4,0,0,1,0,0,1,0,32,92,Unusable
Agustin Ramirez,682663,NA,2025-05-19,3,0,0,1,1,0,4,1,0,32,83,Unusable
Andy Ibanez,628451,NA,2025-04-14,1,1,0,1,1,0,2,3,0,32,85,Unusable
Ramon Urias,602104,NA,2025-05-26,6,0,0,0,2,0,2,2,0,32,87,Unusable
Kyle Farmer,571657,NA,2025-08-11,4,0,0,1,0,0,2,3,0,32,90,Unusable
Josh Rojas,668942,NA,2025-06-02,2,2,0,0,2,0,3,1,0,32,86,Unusable
Gio Urshela,570482,NA,2025-04-28,2,3,0,0,0,0,1,3,0,32,98,Unusable
Jake Bauers,641343,NA,2025-05-26,0,1,0,1,2,0,2,3,0,32,87,Unusable
Jake Bauers,641343,NA,2025-09-15,4,1,0,0,1,1,2,0,1,32,82,Unusable
Elly De La Cruz,682829,5.23,2025-06-30,6,0,0,0,1,0,2,3,0,31,83,Unusable
Gunnar Henderson,683002,12.24,2025-09-01,2,0,0,0,3,2,3,0,1,31,96,Unusable
Mookie Betts,605141,16.08,2025-04-21,3,1,0,0,2,0,3,2,0,31,85,Unusable
Ozzie Albies,645277,58.95,2025-03-31,4,1,0,0,1,0,3,2,0,31,90,Unusable
William Contreras,661388,61.55,2025-06-30,3,2,0,0,2,0,1,1,0,31,83,Unusable
Willy Adames,642715,76.34,2025-07-14,1,0,0,2,0,0,2,2,0,31,31,IF3
CJ Abrams,682928,79.08,2025-04-21,3,0,1,0,0,0,2,3,1,31,85,Unusable
Matt McLain,680574,91.6,2025-06-23,4,0,0,0,2,1,4,1,0,31,92,Unusable
Matt Chapman,656305,93.14,2025-05-19,2,0,0,1,3,0,2,1,0,31,87,Unusable
Jordan Westburg,676059,108.66,2025-06-16,3,1,0,0,2,0,3,0,1,31,89,Unusable
Adley Rutschman,668939,112.59,2025-05-12,3,2,0,0,1,1,2,0,0,31,92,Unusable
Dansby Swanson,621020,124.49,2025-08-11,2,2,0,0,1,0,1,2,1,31,91,Unusable
Jackson Holliday,702616,135.54,2025-05-05,4,1,0,0,3,0,1,1,0,31,104,Unusable
Yandy Diaz,650490,154.91,2025-08-04,2,1,0,0,3,0,3,2,0,31,91,Unusable
Max Muncy,571970,161.48,2025-05-19,3,0,0,0,5,1,0,2,0,31,87,Unusable
Jonathan India,663697,164.42,2025-09-08,3,2,0,0,1,1,1,1,0,31,78,Unusable
Royce Lewis,668904,168.33,2025-07-07,4,1,0,0,1,0,3,2,0,31,91,Unusable
Luis Arraez,650333,168.81,2025-09-08,7,0,0,0,0,0,2,1,1,31,78,Unusable
Ryan McMahon,641857,172.9,2025-05-12,3,1,0,0,4,0,2,0,0,31,92,Unusable
Zach Neto,687263,202.06,2025-04-14,0,1,0,1,0,1,3,3,0,31,86,Unusable
Bryson Stott,681082,202.3,2025-04-28,4,0,0,0,1,0,3,1,2,31,104,Unusable
Carlos Correa,621043,209.38,2025-03-31,3,1,0,0,2,0,3,2,0,31,90,Unusable
Carlos Correa,621043,209.38,2025-07-14,2,1,0,0,5,0,1,1,0,31,31,IF3
Carlos Correa,621043,209.38,2025-09-15,5,2,0,0,0,0,2,0,0,31,87,Unusable
Will Smith,669257,215.77,2025-08-18,4,0,0,0,1,2,1,4,0,31,93,Unusable
Michael Busch,683737,226.9,2025-05-12,4,0,0,0,1,2,2,1,1,31,92,Unusable
Yainer Diaz,673237,234.25,2025-05-12,3,1,0,1,0,0,2,1,0,31,92,Unusable
Austin Wells,669224,234.46,2025-08-18,1,0,0,2,0,0,2,2,0,31,93,Unusable
Colt Keith,690993,235.65,2025-06-09,3,2,0,0,2,0,1,1,0,31,103,Unusable
Colt Keith,690993,235.65,2025-06-23,4,0,1,0,0,1,3,1,0,31,92,Unusable
Andrew Vaughn,683734,236.76,2025-08-25,5,0,0,0,2,0,2,3,0,31,93,Unusable
Kyle Manzardo,700932,237.05,2025-09-22,1,2,0,1,0,0,1,2,0,31,75,Unusable
Joey Ortiz,687401,237.06,2025-09-15,5,0,1,0,0,0,1,1,1,31,87,Unusable
Tyler Fitzgerald,666149,237.85,2025-04-07,4,1,0,0,1,0,0,1,2,31,78,Unusable
Spencer Torkelson,679529,237.98,2025-05-26,2,0,0,1,3,0,1,2,0,31,92,Unusable
Christopher Morel,666624,238.29,2025-04-14,3,1,0,0,2,0,3,2,0,31,86,Unusable
Christopher Morel,666624,238.29,2025-08-18,3,1,0,1,0,0,2,1,0,31,93,Unusable
Gavin Lux,666158,238.36,2025-09-15,5,2,0,0,0,0,1,1,0,31,87,Unusable
Willi Castro,650489,239.25,2025-06-16,3,0,0,0,3,1,5,0,0,31,89,Unusable
Brett Baty,683146,239.56,2025-07-07,2,1,0,0,3,0,2,1,1,31,91,Unusable
Jeimer Candelario,600869,239.7,2025-04-14,0,1,0,1,3,0,2,1,0,31,86,Unusable
Sean Murphy,669221,239.72,2025-04-14,1,0,0,1,2,2,1,2,0,31,86,Unusable
Sean Murphy,669221,239.72,2025-07-28,1,1,0,0,6,0,1,1,0,31,104,Unusable
Casey Schmitt,669477,239.77,2025-09-15,2,0,0,1,3,0,2,1,0,31,87,Unusable
Noelvi Marte,682622,239.78,2025-04-28,3,0,1,0,2,0,2,2,0,31,104,Unusable
Luis Rengifo,650859,239.81,2025-08-25,3,0,0,0,4,0,1,0,2,31,93,Unusable
Jordan Lawlar,691783,239.81,2025-09-08,0,3,0,0,0,1,2,1,1,31,78,Unusable
Tyler Stephenson,663886,239.91,2025-08-04,0,2,0,1,1,0,1,2,0,31,91,Unusable
Nick Gonzales,693304,239.92,2025-06-09,7,0,0,0,2,0,2,0,0,31,103,Unusable
Nolan Gorman,669357,239.92,2025-06-02,2,1,0,1,1,0,1,2,0,31,91,Unusable
Colson Montgomery,695657,239.98,2025-09-15,5,0,0,0,4,0,2,0,0,31,87,Unusable
Ke'Bryan Hayes,663647,240,2025-05-12,3,0,1,0,2,0,1,1,1,31,92,Unusable
Joey Bart,663698,NA,2025-03-24,4,0,0,0,2,1,2,1,1,31,37,IF4
Otto Lopez,672640,NA,2025-07-14,1,2,0,0,2,0,1,4,0,31,31,IF3
Ernie Clement,676391,NA,2025-08-11,1,1,0,1,0,0,2,4,0,31,91,Unusable
Ernie Clement,676391,NA,2025-08-25,4,1,0,0,0,1,2,1,1,31,93,Unusable
Zach McKinstry,656716,NA,2025-03-24,2,0,1,0,3,0,3,1,0,31,37,IF4
Rowdy Tellez,642133,NA,2025-09-22,0,1,0,1,1,0,2,4,0,31,75,Unusable
Lenyn Sosa,672820,NA,2025-07-14,3,1,0,0,1,1,2,3,0,31,31,IF3
David Fry,681807,NA,2025-08-04,1,1,0,1,0,0,2,4,0,31,91,Unusable
Henry Davis,680779,NA,2025-08-18,1,2,0,0,1,1,2,1,1,31,93,Unusable
Jose Caballero,676609,NA,2025-05-19,1,1,0,0,2,0,1,1,3,31,87,Unusable
Nick Fortes,663743,NA,2025-09-01,2,0,0,1,1,0,3,3,0,31,96,Unusable
Trey Sweeney,700242,NA,2025-08-18,1,0,1,1,0,0,2,3,0,31,93,Unusable
Dalton Rushing,687221,NA,2025-06-16,2,1,0,0,3,0,3,2,0,31,89,Unusable
Edmundo Sosa,624641,NA,2025-07-21,3,0,0,1,0,0,2,4,0,31,94,Unusable
Dylan Moore,664238,NA,2025-04-21,1,0,0,1,2,0,4,2,0,31,85,Unusable
Travis d'Arnaud,518595,NA,2025-04-28,3,2,0,0,2,0,2,0,0,31,104,Unusable
Ramon Urias,602104,NA,2025-04-21,3,0,0,1,2,0,1,2,0,31,85,Unusable
Kyle Farmer,571657,NA,2025-07-28,1,0,0,1,1,1,5,1,0,31,104,Unusable
Luis Urias,649966,NA,2025-05-19,3,1,0,0,4,0,1,1,0,31,87,Unusable
Josh Rojas,668942,NA,2025-05-05,4,0,0,0,3,0,2,1,1,31,104,Unusable
Ronny Mauricio,677595,NA,2025-07-07,1,1,0,1,2,0,2,1,0,31,91,Unusable
Jake Bauers,641343,NA,2025-03-24,0,1,0,1,1,0,1,3,1,31,37,IF4
Jose Iglesias,578428,NA,2025-06-16,3,0,0,0,1,1,2,6,0,31,89,Unusable
Jose Ramirez,608070,8.37,2025-06-30,2,0,0,1,2,0,1,1,1,30,85,Unusable
Gunnar Henderson,683002,12.24,2025-05-26,4,1,0,0,2,0,2,1,0,30,93,Unusable
Francisco Lindor,596019,17.8,2025-08-04,1,1,0,0,2,1,4,0,1,30,94,Unusable
Freddie Freeman,518692,26.39,2025-07-07,2,2,0,0,2,0,1,2,0,30,94,Unusable
Bryce Harper,547180,27.32,2025-03-24,3,0,0,1,1,0,3,1,0,30,40,IF4
Marcus Semien,543760,65.54,2025-05-12,3,0,0,0,4,1,1,0,1,30,97,Unusable
Christian Walker,572233,74.01,2025-04-14,1,1,0,1,0,1,2,2,0,30,90,Unusable
Jose Altuve,514888,81.09,2025-05-05,2,2,0,0,2,0,3,0,0,30,106,Unusable
Dansby Swanson,621020,124.49,2025-06-16,2,0,0,1,2,0,3,1,0,30,93,Unusable
Dansby Swanson,621020,124.49,2025-07-21,5,0,0,0,1,0,2,2,1,30,95,Unusable
Max Muncy,571970,161.48,2025-03-31,3,2,0,0,1,0,1,2,0,30,92,Unusable
Max Muncy,691777,161.48,2025-04-07,4,2,0,0,0,0,1,2,0,30,79,Unusable
Luis Arraez,650333,168.81,2025-04-07,6,1,0,0,0,0,3,0,0,30,79,Unusable
Salvador Perez,521692,194.19,2025-04-28,4,2,0,0,0,0,1,2,0,30,107,Unusable
Bryson Stott,681082,202.3,2025-03-31,5,1,0,0,1,0,1,2,0,30,92,Unusable
Xander Bogaerts,593428,211.87,2025-08-11,2,2,0,0,1,1,3,0,0,30,93,Unusable
Will Smith,669257,215.77,2025-03-17,1,1,0,0,5,0,2,1,0,30,1,IF1
Will Smith,669257,215.77,2025-04-21,0,1,0,1,2,0,2,2,0,30,89,Unusable
Nolan Arenado,571448,227.39,2025-04-28,5,1,0,0,1,0,1,2,0,30,107,Unusable
Jake Cronenworth,630105,229.63,2025-07-21,4,1,0,0,1,1,3,0,0,30,95,Unusable
Kyle Manzardo,700932,237.05,2025-04-21,1,1,0,1,1,0,2,2,0,30,89,Unusable
Carlos Santana,467793,237.36,2025-07-28,5,1,0,0,1,0,1,2,0,30,106,Unusable
Connor Norby,681393,237.78,2025-04-14,4,1,0,0,0,0,4,0,1,30,90,Unusable
Josh Bell,605137,238,2025-07-28,2,0,0,0,6,0,3,0,0,30,106,Unusable
Jacob Wilson,805779,238.09,2025-06-30,3,2,0,0,1,0,1,2,0,30,85,Unusable
Tyler Soderstrom,691016,238.1,2025-06-23,5,0,0,0,3,0,1,2,0,30,94,Unusable
Gavin Lux,666158,238.36,2025-08-18,2,1,0,1,0,0,1,3,0,30,98,Unusable
Trevor Story,596115,238.76,2025-06-16,3,0,0,1,1,0,2,2,0,30,93,Unusable
Ben Rice,700250,239.01,2025-05-19,1,1,0,1,1,0,2,2,0,30,91,Unusable
Thairo Estrada,642731,239.19,2025-07-28,2,2,0,0,2,0,2,1,0,30,106,Unusable
Willi Castro,650489,239.25,2025-09-01,1,1,0,0,2,1,1,3,1,30,98,Unusable
DJ LeMahieu,518934,239.58,2025-06-09,3,1,0,0,3,0,3,0,0,30,105,Unusable
Jeff McNeil,643446,239.75,2025-08-04,5,1,0,0,1,0,2,1,0,30,94,Unusable
Miguel Rojas,500743,239.78,2025-06-16,1,1,0,1,1,0,2,2,0,30,93,Unusable
Jordan Lawlar,691783,239.81,2025-09-01,2,2,0,0,0,0,2,2,1,30,98,Unusable
Ryan O'Hearn,656811,239.89,2025-04-21,3,0,0,1,1,0,2,2,0,30,89,Unusable
Ryan O'Hearn,656811,239.89,2025-06-16,5,0,0,0,2,1,1,2,0,30,93,Unusable
Elias Diaz,553869,239.91,2025-08-25,0,0,0,2,0,0,2,3,0,30,96,Unusable
Tyler Stephenson,663886,239.91,2025-05-19,0,2,0,0,4,0,2,1,0,30,91,Unusable
Tyler Stephenson,663886,239.91,2025-06-30,4,1,0,0,2,0,3,0,0,30,85,Unusable
Nick Gonzales,693304,239.92,2025-06-30,3,2,0,0,1,0,2,1,0,30,85,Unusable
Nolan Gorman,669357,239.92,2025-06-30,2,0,0,1,2,0,2,2,0,30,85,Unusable
Will Wagner,695238,239.98,2025-07-14,1,2,0,0,1,0,2,4,0,30,35,IF3
Colson Montgomery,695657,239.98,2025-06-30,4,0,1,0,2,0,0,2,0,30,85,Unusable
Jorge Polanco,593871,239.99,2025-03-24,4,0,0,1,0,0,1,3,0,30,40,IF4
Nick Kurtz,701762,NA,2025-05-05,3,1,0,0,3,0,3,0,0,30,106,Unusable
Matt Mervis,670223,NA,2025-04-21,1,1,0,1,1,0,2,2,0,30,89,Unusable
Isaac Collins,686555,NA,2025-08-11,0,2,1,0,0,0,3,2,0,30,93,Unusable
Gabriel Arias,672356,NA,2025-06-16,1,1,0,1,1,0,2,2,0,30,93,Unusable
David Hamilton,666152,NA,2025-08-25,2,1,0,1,0,0,1,3,0,30,96,Unusable
Javier Baez,595879,NA,2025-03-31,4,2,0,0,0,0,0,3,0,30,92,Unusable
Javier Baez,595879,NA,2025-05-19,3,2,0,0,0,1,2,1,0,30,91,Unusable
Javier Baez,595879,NA,2025-08-11,4,2,0,0,0,0,1,2,0,30,93,Unusable
Jonah Heim,641680,NA,2025-05-19,2,1,0,1,0,0,2,2,0,30,91,Unusable
Jonah Heim,641680,NA,2025-08-18,5,1,0,0,1,0,2,1,0,30,98,Unusable
Rowdy Tellez,642133,NA,2025-07-28,2,3,0,0,0,0,2,1,0,30,106,Unusable
Lenyn Sosa,672820,NA,2025-05-05,4,2,0,0,0,0,1,0,1,30,106,Unusable
Dalton Rushing,687221,NA,2025-05-12,3,1,0,0,1,0,4,2,0,30,97,Unusable
Agustin Ramirez,682663,NA,2025-06-02,3,0,0,1,1,0,2,2,0,30,92,Unusable
Dylan Moore,664238,NA,2025-05-19,2,0,0,1,2,0,1,1,1,30,91,Unusable
Ramon Urias,602104,NA,2025-03-31,6,0,0,0,2,0,1,2,0,30,92,Unusable
Kyle Farmer,571657,NA,2025-08-25,2,0,0,1,2,0,2,2,0,30,96,Unusable
Adrian Del Castillo,680728,NA,2025-09-22,1,0,0,1,3,0,1,3,0,30,77,Unusable
Tyler Wade,642180,NA,2025-04-14,5,0,0,0,3,0,2,1,0,30,90,Unusable
Mookie Betts,605141,16.08,2025-06-23,3,2,0,0,0,0,1,3,0,29,95,Unusable
Francisco Lindor,596019,17.8,2025-05-12,3,1,0,0,2,0,2,2,0,29,99,Unusable
Pete Alonso,624413,29.95,2025-07-21,2,0,0,1,1,0,1,4,0,29,97,Unusable
Ozzie Albies,645277,58.95,2025-08-04,3,1,0,0,2,0,1,1,1,29,96,Unusable
William Contreras,661388,61.55,2025-07-21,4,1,0,0,1,0,1,3,0,29,97,Unusable
Junior Caminero,691406,65.87,2025-05-12,2,0,0,1,1,0,1,4,0,29,99,Unusable
Willy Adames,642715,76.34,2025-05-05,3,1,0,0,1,1,3,1,0,29,109,Unusable
CJ Abrams,682928,79.08,2025-09-01,2,2,0,0,0,1,4,0,0,29,100,Unusable
Matt McLain,680574,91.6,2025-08-04,5,0,0,0,2,0,1,1,1,29,96,Unusable
Ezequiel Tovar,678662,111.22,2025-07-14,3,0,0,1,0,0,2,3,0,29,36,IF3
Jake Burger,669394,115.47,2025-04-28,3,1,0,0,1,1,3,1,0,29,109,Unusable
Paul Goldschmidt,502671,117.94,2025-06-16,0,1,0,1,1,0,4,1,0,29,98,Unusable
Dansby Swanson,621020,124.49,2025-03-24,2,0,0,1,1,0,2,1,1,29,42,IF4
Vinnie Pasquantino,686469,131.56,2025-04-14,3,1,0,0,2,0,1,3,0,29,93,Unusable
Gleyber Torres,650402,147.51,2025-03-24,2,0,0,1,1,0,2,1,1,29,42,IF4
Masyn Winn,691026,166.08,2025-09-01,4,0,0,0,2,1,3,1,0,29,100,Unusable
Luis Arraez,650333,168.81,2025-08-18,3,2,0,0,0,0,1,1,1,29,100,Unusable
Willson Contreras,575929,182.14,2025-05-26,3,1,0,0,1,1,1,3,0,29,94,Unusable
Nathaniel Lowe,663993,192.46,2025-07-07,2,0,0,1,1,0,2,3,0,29,95,Unusable
Zach Neto,687263,202.06,2025-05-26,4,0,0,1,1,0,1,1,0,29,94,Unusable
Josh Jung,673962,208.9,2025-05-26,5,0,0,0,0,0,1,4,1,29,94,Unusable
Nico Hoerner,663538,212.11,2025-04-21,2,2,0,0,1,0,2,2,0,29,93,Unusable
Nico Hoerner,663538,212.11,2025-07-07,4,0,1,0,1,0,1,2,0,29,95,Unusable
Michael Busch,683737,226.9,2025-08-04,1,1,0,1,0,0,2,3,0,29,96,Unusable
Jake Cronenworth,630105,229.63,2025-07-14,3,2,0,0,0,0,2,2,0,29,36,IF3
Brice Turang,668930,230.59,2025-05-05,0,1,0,0,5,0,2,0,1,29,109,Unusable
Andres Gimenez,665926,231.93,2025-09-22,1,2,0,0,2,0,1,3,0,29,78,Unusable
Ryan Mountcastle,663624,234.73,2025-04-07,2,0,0,1,1,0,2,3,0,29,81,Unusable
Ryan Mountcastle,663624,234.73,2025-09-01,3,1,0,0,2,0,3,1,0,29,100,Unusable
Kyle Manzardo,700932,237.05,2025-03-31,2,0,0,1,1,0,2,3,0,29,96,Unusable
Kyle Manzardo,700932,237.05,2025-06-16,2,3,0,0,1,0,1,0,0,29,98,Unusable
Josh Bell,605137,238,2025-06-09,3,1,0,0,2,0,2,2,0,29,106,Unusable
Gavin Lux,666158,238.36,2025-05-26,5,0,0,0,2,0,2,2,0,29,94,Unusable
Gavin Lux,666158,238.36,2025-06-02,1,0,0,1,2,0,1,4,0,29,93,Unusable
Gavin Lux,666158,238.36,2025-06-09,6,0,0,0,1,0,1,3,0,29,106,Unusable
Gavin Lux,666158,238.36,2025-09-01,3,1,0,0,2,0,3,1,0,29,100,Unusable
Ben Rice,700250,239.01,2025-06-30,2,2,0,0,1,0,2,2,0,29,91,Unusable
Josh Smith,669701,239.59,2025-09-01,3,0,0,0,4,0,0,0,2,29,100,Unusable
Keibert Ruiz,660688,239.6,2025-05-19,3,2,0,0,0,0,1,3,0,29,96,Unusable
Sean Murphy,669221,239.72,2025-07-21,0,2,0,0,2,1,1,3,0,29,97,Unusable
Noelvi Marte,682622,239.78,2025-09-22,3,0,0,1,0,0,3,2,0,29,78,Unusable
Luis Rengifo,650859,239.81,2025-05-12,4,1,0,0,1,0,4,0,0,29,99,Unusable
Ryan O'Hearn,656811,239.89,2025-05-05,4,0,0,0,4,1,1,0,0,29,109,Unusable
Elias Diaz,553869,239.91,2025-07-28,3,1,0,0,0,0,2,5,0,29,110,Unusable
Tyler Stephenson,663886,239.91,2025-07-21,3,0,0,1,0,0,2,3,0,29,97,Unusable
Nick Gonzales,693304,239.92,2025-09-22,2,2,0,0,1,0,2,2,0,29,78,Unusable
Kyle Teel,691019,239.94,2025-08-04,1,2,0,0,2,0,0,2,1,29,96,Unusable
Ke'Bryan Hayes,663647,240,2025-04-14,5,0,0,0,0,0,1,4,1,29,93,Unusable
Ke'Bryan Hayes,663647,240,2025-05-05,5,1,0,0,0,0,1,1,1,29,109,Unusable
Patrick Bailey,672275,240,2025-04-07,0,2,1,0,1,0,1,2,0,29,81,Unusable
Gabriel Moreno,672515,NA,2025-03-24,5,0,0,0,2,0,3,1,0,29,42,IF4
Gabriel Moreno,672515,NA,2025-04-14,2,1,0,0,3,0,3,1,0,29,93,Unusable
Marcelo Mayer,691785,NA,2025-06-30,3,2,0,0,0,0,3,1,0,29,91,Unusable
Brayan Rocchio,677587,NA,2025-04-14,3,0,0,0,2,0,3,2,1,29,93,Unusable
Christian Moore,695681,NA,2025-09-22,3,1,0,0,2,0,2,0,1,29,78,Unusable
Joey Bart,663698,NA,2025-06-16,5,0,0,0,2,0,2,2,0,29,98,Unusable
Orlando Arcia,606115,NA,2025-06-09,5,0,0,0,2,0,1,3,0,29,106,Unusable
Isaac Collins,686555,NA,2025-06-23,4,0,0,0,3,0,4,0,0,29,95,Unusable
Isaac Collins,686555,NA,2025-08-18,1,1,0,0,4,0,0,2,1,29,100,Unusable
Tim Anderson,641313,NA,2025-03-31,3,1,0,0,0,0,4,3,0,29,96,Unusable
Gabriel Arias,672356,NA,2025-07-28,5,0,0,0,2,0,0,2,1,29,110,Unusable
Javier Baez,595879,NA,2025-05-05,3,1,0,0,0,0,2,5,0,29,109,Unusable
Kyle Higashioka,543309,NA,2025-08-11,0,1,0,1,1,0,2,3,0,29,96,Unusable
Jacob Stallings,607732,NA,2025-04-21,2,2,0,0,1,0,1,3,0,29,93,Unusable
Jonah Heim,641680,NA,2025-04-21,2,1,0,1,1,0,1,1,0,29,93,Unusable
Jonah Heim,641680,NA,2025-08-25,0,0,0,1,3,0,3,2,0,29,99,Unusable
Jonah Heim,641680,NA,2025-09-08,2,1,0,0,3,0,4,0,0,29,81,Unusable
Lenyn Sosa,672820,NA,2025-04-07,4,1,0,0,1,0,1,3,0,29,81,Unusable
Lenyn Sosa,672820,NA,2025-05-12,3,1,0,1,0,0,1,1,0,29,99,Unusable
Miguel Amaya,665804,NA,2025-05-12,2,2,0,0,1,0,2,2,0,29,99,Unusable
Jose Caballero,676609,NA,2025-06-30,2,1,0,0,1,0,2,1,2,29,91,Unusable
Trey Sweeney,700242,NA,2025-06-30,1,0,0,1,2,0,1,4,0,29,91,Unusable
Luis Torrens,620443,NA,2025-04-07,2,2,0,0,1,0,1,3,0,29,81,Unusable
Andy Ibanez,628451,NA,2025-04-28,4,0,0,0,1,0,3,2,1,29,109,Unusable
Dylan Moore,664238,NA,2025-05-12,4,0,0,0,3,0,1,3,0,29,99,Unusable
Ramon Urias,602104,NA,2025-09-22,1,0,0,1,2,0,1,2,1,29,78,Unusable
Max Schuemann,680474,NA,2025-06-30,2,0,0,1,1,0,2,1,1,29,91,Unusable
Kyle Farmer,571657,NA,2025-04-14,1,3,0,0,0,0,1,3,0,29,93,Unusable
Gio Urshela,570482,NA,2025-04-07,2,2,0,0,1,0,1,3,0,29,81,Unusable
Gio Urshela,570482,NA,2025-04-21,4,2,0,0,1,0,0,1,0,29,93,Unusable
Ronny Mauricio,677595,NA,2025-06-30,3,1,0,0,2,0,4,0,0,29,91,Unusable
Pedro Pages,686780,NA,2025-03-24,1,1,0,1,0,0,2,3,0,29,42,IF4
Pedro Pages,686780,NA,2025-06-16,3,1,0,0,2,0,4,0,0,29,98,Unusable
Jose Iglesias,578428,NA,2025-04-21,4,0,0,0,0,3,1,1,1,29,93,Unusable
Bryce Harper,547180,27.32,2025-08-04,1,1,0,1,0,1,1,2,0,28,100,Unusable
Austin Riley,663586,30.75,2025-03-24,0,1,0,1,2,0,2,1,0,28,46,IF4
Manny Machado,592518,45.54,2025-08-11,3,1,0,0,3,0,2,0,0,28,97,Unusable
Oneil Cruz,665833,50.09,2025-08-04,2,1,0,0,2,0,2,3,0,28,100,Unusable
Oneil Cruz,665833,50.09,2025-09-08,3,1,0,0,3,0,0,0,1,28,82,Unusable
Junior Caminero,691406,65.87,2025-09-15,3,0,0,0,5,0,2,0,0,28,92,Unusable
Jose Altuve,514888,81.09,2025-06-02,5,0,0,0,1,0,1,2,1,28,94,Unusable
Eugenio Suarez,553993,104.99,2025-07-21,1,0,0,1,2,1,1,2,0,28,101,Unusable
Adley Rutschman,668939,112.59,2025-04-14,1,0,0,1,3,0,2,1,0,28,98,Unusable
Michael Toglia,669911,138.78,2025-04-14,2,0,0,1,0,0,1,5,0,28,98,Unusable
Michael Toglia,669911,138.78,2025-06-23,2,3,0,0,0,0,0,2,0,28,97,Unusable
Yandy Diaz,650490,154.91,2025-07-07,7,0,0,0,1,0,1,1,0,28,97,Unusable
Royce Lewis,668904,168.33,2025-07-14,0,0,0,2,0,0,2,2,0,28,38,IF4
Ryan McMahon,641857,172.9,2025-06-23,4,0,0,0,2,0,3,0,1,28,97,Unusable
Tommy Edman,669242,186.13,2025-04-28,1,1,0,0,1,0,1,5,1,28,111,Unusable
Tommy Edman,669242,186.13,2025-06-09,3,0,0,1,1,0,1,2,0,28,109,Unusable
Nico Hoerner,663538,212.11,2025-06-02,3,0,0,0,0,1,2,2,2,28,94,Unusable
Nico Hoerner,663538,212.11,2025-08-04,5,0,0,0,3,0,1,1,0,28,100,Unusable
Kristian Campbell,692225,212.49,2025-06-09,1,1,0,0,3,2,1,1,0,28,109,Unusable
Brandon Lowe,664040,213.94,2025-04-28,2,0,0,0,4,0,1,2,1,28,111,Unusable
Brandon Lowe,664040,213.94,2025-07-28,5,1,0,0,1,0,1,1,0,28,112,Unusable
Brandon Lowe,664040,213.94,2025-09-22,1,1,0,1,1,0,1,2,0,28,83,Unusable
Nolan Arenado,571448,227.39,2025-05-26,2,0,0,1,2,0,1,2,0,28,98,Unusable
Andres Gimenez,665926,231.93,2025-04-14,2,1,0,0,1,1,1,0,2,28,98,Unusable
Colt Keith,690993,235.65,2025-06-02,3,1,0,0,3,0,0,2,0,28,94,Unusable
Joey Ortiz,687401,237.06,2025-04-21,1,2,0,0,1,0,4,1,0,28,98,Unusable
Spencer Torkelson,679529,237.98,2025-06-16,0,2,0,0,2,0,3,2,0,28,102,Unusable
Josh Bell,605137,238,2025-04-21,2,0,0,1,0,0,2,4,0,28,98,Unusable
Josh Bell,605137,238,2025-09-15,3,2,0,0,1,0,1,1,0,28,92,Unusable
Jacob Wilson,805779,238.09,2025-09-15,5,1,0,0,1,0,2,0,0,28,92,Unusable
Tyler Soderstrom,691016,238.1,2025-06-16,6,0,0,0,0,0,3,0,1,28,102,Unusable
Christopher Morel,666624,238.29,2025-09-01,4,0,0,0,2,0,2,1,1,28,105,Unusable
Gavin Lux,666158,238.36,2025-05-19,0,3,0,0,2,0,1,1,0,28,97,Unusable
Gavin Lux,666158,238.36,2025-08-25,0,2,0,0,4,0,1,1,0,28,100,Unusable
Logan O'Hoppe,681351,238.67,2025-05-12,1,0,0,1,1,0,1,5,0,28,105,Unusable
Coby Mayo,691723,239.19,2025-07-28,2,0,0,1,2,0,1,2,0,28,112,Unusable
