player_name,mlbid,final_adp,week,x1b,x2b,x3b,hr,bb,hbp,r,rbi,sb,ud_points,week_rank,rank_group
Nathaniel Lowe,663993,192.46,2025-09-22,4,2,0,0,3,0,1,3,0,41,49,Unusable
Salvador Perez,521692,194.19,2025-09-01,1,1,0,2,0,0,2,4,0,41,79,Unusable
Xander Bogaerts,593428,211.87,2025-06-09,4,1,0,0,1,0,4,4,1,41,73,Unusable
Xander Bogaerts,593428,211.87,2025-07-14,2,1,0,1,1,0,2,4,1,41,13,IF2
Nico Hoerner,663538,212.11,2025-08-18,5,1,0,0,2,0,3,2,1,41,68,Unusable
Will Smith,669257,215.77,2025-04-14,4,0,0,1,1,0,2,6,0,41,64,Unusable
Michael Busch,683737,226.9,2025-08-11,2,0,0,2,1,0,2,4,0,41,65,Unusable
Michael Busch,683737,226.9,2025-09-08,4,1,0,1,1,0,3,2,0,41,56,Unusable
Jake Cronenworth,630105,229.63,2025-06-09,4,0,0,1,3,0,3,2,0,41,73,Unusable
Yainer Diaz,673237,234.25,2025-08-11,6,0,0,1,1,0,2,3,0,41,65,Unusable
Yainer Diaz,673237,234.25,2025-09-22,3,2,0,1,0,0,3,2,0,41,49,Unusable
Austin Wells,669224,234.46,2025-05-12,0,2,0,1,1,0,2,4,1,41,61,Unusable
Ryan Mountcastle,663624,234.73,2025-05-26,4,3,0,0,0,1,2,0,1,41,63,Unusable
Kyle Manzardo,700932,237.05,2025-04-07,0,0,0,1,6,1,3,2,0,41,50,Unusable
Carlos Santana,467793,237.36,2025-04-07,4,0,0,1,3,0,3,2,0,41,50,Unusable
Logan O'Hoppe,681351,238.67,2025-07-21,5,1,0,1,0,0,2,1,1,41,67,Unusable
Willi Castro,650489,239.25,2025-07-14,1,0,1,1,2,0,4,3,0,41,13,IF2
Nolan Schanuel,694384,239.52,2025-05-05,5,1,0,0,4,0,4,0,0,41,68,Unusable
Nolan Schanuel,694384,239.52,2025-06-30,4,0,0,1,2,1,2,3,0,41,57,Unusable
Josh Smith,669701,239.59,2025-08-25,4,1,0,0,4,1,3,1,0,41,63,Unusable
Jonathan Aranda,666018,239.63,2025-06-02,6,0,0,0,2,1,4,3,0,41,61,Unusable
Jonathan Aranda,666018,239.63,2025-07-21,4,1,0,0,5,0,2,2,0,41,67,Unusable
Ty France,664034,239.69,2025-05-05,6,1,0,0,1,0,3,2,1,41,68,Unusable
Sean Murphy,669221,239.72,2025-05-05,3,2,0,0,3,1,1,3,0,41,68,Unusable
Sean Murphy,669221,239.72,2025-06-30,1,1,0,2,0,0,2,4,0,41,57,Unusable
Miguel Rojas,500743,239.78,2025-04-28,3,2,0,1,0,0,2,3,0,41,73,Unusable
Miguel Rojas,500743,239.78,2025-09-08,3,1,0,0,2,0,2,4,2,41,56,Unusable
Brooks Lee,686797,239.95,2025-08-25,3,0,0,1,1,1,5,3,0,41,63,Unusable
Gabriel Moreno,672515,NA,2025-08-25,4,0,0,1,1,0,3,5,0,41,63,Unusable
Marcelo Mayer,691785,NA,2025-06-09,0,1,0,2,1,0,3,3,0,41,73,Unusable
Isaac Collins,686555,NA,2025-04-28,2,1,0,1,2,1,3,2,0,41,73,Unusable
Otto Lopez,672640,NA,2025-07-21,2,3,0,0,3,0,2,2,0,41,67,Unusable
Ezequiel Duran,677649,NA,2025-08-18,5,2,0,0,0,0,2,3,1,41,68,Unusable
Zach McKinstry,656716,NA,2025-05-19,2,1,0,1,3,0,3,2,0,41,66,Unusable
Jose Caballero,676609,NA,2025-09-15,2,2,0,0,3,0,3,0,2,41,58,Unusable
Ramon Urias,602104,NA,2025-08-11,5,1,0,1,0,0,2,3,0,41,65,Unusable
Pedro Pages,686780,NA,2025-08-04,3,1,0,1,2,0,2,3,0,41,59,Unusable
Jorge Mateo,622761,NA,2025-05-26,1,0,0,1,2,0,1,2,4,41,63,Unusable
Jose Ramirez,608070,8.37,2025-07-14,0,1,1,1,2,0,3,2,0,40,15,IF2
Francisco Lindor,596019,17.8,2025-09-08,3,1,0,0,3,0,4,0,2,40,59,Unusable
Freddie Freeman,518692,26.39,2025-05-12,8,0,0,0,2,0,4,1,0,40,65,Unusable
Freddie Freeman,518692,26.39,2025-06-23,3,0,0,1,3,0,4,2,0,40,64,Unusable
Alex Bregman,608324,60.11,2025-07-28,3,1,0,1,1,0,3,3,0,40,76,Unusable
Marcus Semien,543760,65.54,2025-06-16,3,1,1,0,3,0,2,2,0,40,66,Unusable
Junior Caminero,691406,65.87,2025-05-05,5,0,0,1,1,0,1,3,1,40,71,Unusable
Christian Walker,572233,74.01,2025-04-07,2,0,0,0,8,0,4,1,0,40,52,Unusable
Christian Walker,572233,74.01,2025-05-19,6,0,0,1,0,0,2,4,0,40,67,Unusable
Christian Walker,572233,74.01,2025-08-25,3,0,0,2,0,1,2,2,0,40,71,Unusable
Bo Bichette,666182,84.67,2025-08-25,8,0,0,0,2,0,2,3,0,40,71,Unusable
Josh Naylor,647304,89.6,2025-03-31,3,1,0,0,3,0,3,1,2,40,64,Unusable
Josh Naylor,647304,89.6,2025-04-21,4,2,0,0,2,0,1,4,0,40,53,Unusable
Josh Naylor,647304,89.6,2025-07-21,7,0,0,0,1,0,1,1,3,40,72,Unusable
Matt McLain,680574,91.6,2025-06-09,4,0,0,1,2,0,3,3,0,40,77,Unusable
Matt McLain,680574,91.6,2025-07-28,6,1,0,0,2,0,3,2,0,40,76,Unusable
Matt McLain,680574,91.6,2025-08-25,2,0,0,2,2,0,2,2,0,40,71,Unusable
Eugenio Suarez,553993,104.99,2025-03-31,0,1,0,1,4,0,2,4,0,40,64,Unusable
Eugenio Suarez,553993,104.99,2025-05-19,6,2,0,0,0,0,2,3,0,40,67,Unusable
Eugenio Suarez,553993,104.99,2025-09-22,2,0,0,2,0,0,2,5,0,40,52,Unusable
Adley Rutschman,668939,112.59,2025-04-28,3,2,0,0,3,0,3,2,0,40,75,Unusable
Isaac Paredes,670623,121.15,2025-04-28,4,0,1,0,4,0,3,1,0,40,75,Unusable
Anthony Volpe,683011,135.32,2025-03-24,0,0,0,2,2,0,3,4,0,40,21,IF2
Anthony Volpe,683011,135.32,2025-04-28,2,3,0,0,2,0,1,2,1,40,75,Unusable
Jackson Holliday,702616,135.54,2025-06-16,8,0,0,0,2,0,2,1,1,40,66,Unusable
Gleyber Torres,650402,147.51,2025-07-21,4,1,0,1,0,0,2,4,0,40,72,Unusable
Alec Bohm,664761,148.29,2025-08-25,5,1,0,0,1,0,3,5,0,40,71,Unusable
Yandy Diaz,650490,154.91,2025-05-05,1,0,0,2,1,0,2,5,0,40,71,Unusable
Max Muncy,571970,161.48,2025-05-05,4,1,0,0,4,0,1,2,1,40,71,Unusable
Jonathan India,663697,164.42,2025-08-04,3,0,0,1,2,1,2,4,0,40,62,Unusable
Xavier Edwards,669364,165.36,2025-06-23,3,2,0,0,3,0,2,3,0,40,64,Unusable
Ryan McMahon,641857,172.9,2025-07-28,5,1,0,0,3,0,2,3,0,40,76,Unusable
Willson Contreras,575929,182.14,2025-04-07,3,1,0,1,1,0,3,3,0,40,52,Unusable
Salvador Perez,521692,194.19,2025-04-07,3,0,0,1,3,0,1,5,0,40,52,Unusable
Zach Neto,687263,202.06,2025-08-04,1,2,0,1,3,0,1,2,0,40,62,Unusable
Bryson Stott,681082,202.3,2025-05-26,4,1,0,0,4,0,3,0,1,40,66,Unusable
Josh Jung,673962,208.9,2025-06-23,5,0,0,1,1,0,1,5,0,40,64,Unusable
Shea Langeliers,669127,226.05,2025-05-12,4,1,0,0,4,0,2,1,1,40,65,Unusable
Michael Busch,683737,226.9,2025-05-19,1,3,0,0,3,0,2,3,0,40,67,Unusable
Brice Turang,668930,230.59,2025-05-12,5,0,0,0,3,0,2,0,3,40,65,Unusable
Yainer Diaz,673237,234.25,2025-04-21,2,1,1,1,0,0,3,2,0,40,53,Unusable
Austin Wells,669224,234.46,2025-05-26,3,0,0,1,2,1,2,2,1,40,66,Unusable
Colt Keith,690993,235.65,2025-09-08,3,0,0,1,2,1,3,3,0,40,59,Unusable
Kyle Manzardo,700932,237.05,2025-06-23,3,0,0,2,1,0,2,2,0,40,64,Unusable
Kyle Manzardo,700932,237.05,2025-09-15,4,2,0,0,2,0,2,1,1,40,61,Unusable
Joey Ortiz,687401,237.06,2025-06-30,1,1,0,1,1,0,2,7,0,40,61,Unusable
Carlos Santana,467793,237.36,2025-06-30,4,1,0,1,2,0,2,1,0,40,61,Unusable
Connor Norby,681393,237.78,2025-09-15,4,2,0,1,0,0,2,1,0,40,61,Unusable
Spencer Torkelson,679529,237.98,2025-04-21,1,1,0,1,3,0,3,3,0,40,53,Unusable
Tyler Soderstrom,691016,238.1,2025-06-30,1,2,0,1,0,1,4,2,0,40,61,Unusable
Ben Rice,700250,239.01,2025-04-21,1,1,0,1,3,0,4,2,0,40,53,Unusable
Brett Baty,683146,239.56,2025-09-01,3,1,0,1,1,0,1,3,1,40,80,Unusable
Jeff McNeil,643446,239.75,2025-06-23,4,2,0,0,2,0,2,3,0,40,64,Unusable
Jeff McNeil,643446,239.75,2025-08-11,4,2,0,0,2,0,4,1,0,40,68,Unusable
Jeff McNeil,643446,239.75,2025-08-25,3,1,1,0,2,1,1,3,0,40,71,Unusable
Bo Naylor,666310,239.8,2025-04-14,2,1,0,1,2,0,2,4,0,40,66,Unusable
Ryan O'Hearn,656811,239.89,2025-04-07,2,1,0,1,2,0,3,1,1,40,52,Unusable
Tyler Stephenson,663886,239.91,2025-04-28,0,2,0,1,2,0,3,3,0,40,75,Unusable
Caleb Durbin,702332,239.92,2025-07-14,1,2,0,1,1,0,1,3,1,40,15,IF2
Brooks Lee,686797,239.95,2025-05-12,5,0,0,1,1,0,2,4,0,40,65,Unusable
Brooks Lee,686797,239.95,2025-06-16,7,1,0,0,1,0,2,3,0,40,66,Unusable
Patrick Bailey,672275,240,2025-07-07,5,0,0,1,1,0,3,3,0,40,64,Unusable
Nick Kurtz,701762,NA,2025-07-28,5,0,0,0,4,1,3,2,0,40,76,Unusable
Gabriel Moreno,672515,NA,2025-05-26,3,2,1,0,1,0,3,1,0,40,66,Unusable
Enrique Hernandez,571771,NA,2025-05-05,4,1,0,1,0,0,4,2,0,40,71,Unusable
Yoan Moncada,660162,NA,2025-08-11,4,2,0,0,2,0,2,3,0,40,68,Unusable
Lenyn Sosa,672820,NA,2025-04-14,8,1,0,0,2,0,2,0,0,40,66,Unusable
Lenyn Sosa,672820,NA,2025-08-11,3,0,0,2,1,0,2,2,0,40,68,Unusable
Lenyn Sosa,672820,NA,2025-08-18,4,0,0,1,0,0,2,7,0,40,71,Unusable
Jose Caballero,676609,NA,2025-06-16,1,0,0,0,3,2,2,1,4,40,66,Unusable
Dylan Moore,664238,NA,2025-05-05,2,1,0,1,0,0,2,3,2,40,71,Unusable
Carson Williams,700246,NA,2025-08-18,1,1,0,1,1,0,4,3,1,40,71,Unusable
Jake Bauers,641343,NA,2025-05-05,3,0,0,1,1,0,2,3,2,40,71,Unusable
Pedro Pages,686780,NA,2025-06-23,2,1,0,1,2,0,4,2,0,40,64,Unusable
Jose Trevino,624431,NA,2025-06-02,3,2,0,1,1,0,2,1,0,40,63,Unusable
Elly De La Cruz,682829,5.23,2025-08-11,5,1,0,0,2,0,4,2,0,39,71,Unusable
Freddie Freeman,518692,26.39,2025-06-02,2,3,0,0,3,0,1,2,0,39,64,Unusable
Manny Machado,592518,45.54,2025-03-24,0,3,0,0,1,0,3,2,2,39,22,IF2
Manny Machado,592518,45.54,2025-07-14,0,1,0,1,3,0,3,4,0,39,17,IF2
Ozzie Albies,645277,58.95,2025-04-21,4,1,0,0,1,0,5,2,1,39,57,Unusable
Ozzie Albies,645277,58.95,2025-06-23,5,0,0,0,3,1,3,1,1,39,70,Unusable
Marcus Semien,543760,65.54,2025-04-21,3,0,0,1,2,0,1,6,0,39,57,Unusable
Christian Walker,572233,74.01,2025-07-14,2,0,0,1,2,1,2,3,1,39,17,IF2
Willy Adames,642715,76.34,2025-04-21,5,0,0,0,4,0,3,3,0,39,57,Unusable
Eugenio Suarez,553993,104.99,2025-08-04,1,0,0,1,2,0,3,5,1,39,64,Unusable
Isaac Paredes,670623,121.15,2025-06-23,4,0,0,1,1,2,3,1,0,39,70,Unusable
Anthony Volpe,683011,135.32,2025-05-26,2,2,0,0,3,0,1,5,0,39,69,Unusable
Gleyber Torres,650402,147.51,2025-04-14,4,1,0,0,1,0,4,3,1,39,68,Unusable
Gleyber Torres,650402,147.51,2025-06-30,3,0,0,0,6,0,5,1,0,39,64,Unusable
Max Muncy,571970,161.48,2025-04-14,3,1,0,0,5,1,2,1,0,39,68,Unusable
Jonathan India,663697,164.42,2025-07-21,1,1,0,1,2,0,3,4,0,39,74,Unusable
Ryan McMahon,641857,172.9,2025-05-19,4,1,0,0,3,0,2,4,0,39,70,Unusable
Jeremy Pena,665161,180.02,2025-03-31,2,0,0,1,2,1,2,1,2,39,66,Unusable
Jeremy Pena,665161,180.02,2025-08-11,4,0,0,1,1,0,2,1,2,39,71,Unusable
Willson Contreras,575929,182.14,2025-03-31,2,2,0,0,1,2,3,3,0,39,66,Unusable
Tommy Edman,669242,186.13,2025-04-21,1,1,0,1,2,0,3,4,0,39,57,Unusable
Zach Neto,687263,202.06,2025-07-21,5,0,0,0,3,1,1,3,1,39,74,Unusable
Zach Neto,687263,202.06,2025-09-08,3,0,0,1,1,1,1,2,2,39,61,Unusable
Bryson Stott,681082,202.3,2025-09-15,3,2,0,0,4,0,2,1,0,39,63,Unusable
Carlos Correa,621043,209.38,2025-04-07,1,4,0,0,2,0,2,1,0,39,56,Unusable
Carlos Correa,621043,209.38,2025-09-22,3,2,0,0,4,0,1,2,0,39,53,Unusable
Xander Bogaerts,593428,211.87,2025-09-22,3,1,0,1,0,0,3,4,0,39,53,Unusable
Nico Hoerner,663538,212.11,2025-05-26,7,1,0,0,2,0,1,2,0,39,69,Unusable
Michael Busch,683737,226.9,2025-04-28,3,0,0,1,2,0,1,6,0,39,79,Unusable
Nolan Arenado,571448,227.39,2025-04-21,1,2,0,1,2,0,2,2,0,39,57,Unusable
Jake Cronenworth,630105,229.63,2025-06-16,4,2,0,0,1,0,1,3,1,39,70,Unusable
Brice Turang,668930,230.59,2025-06-02,2,2,0,0,3,0,3,1,1,39,64,Unusable
Brice Turang,668930,230.59,2025-06-09,5,1,0,0,4,0,2,1,0,39,78,Unusable
Andres Gimenez,665926,231.93,2025-06-23,5,1,0,0,1,1,0,4,1,39,70,Unusable
Yainer Diaz,673237,234.25,2025-08-04,3,1,0,1,0,0,2,5,0,39,64,Unusable
Tyler Fitzgerald,666149,237.85,2025-06-30,1,2,0,1,2,0,1,3,0,39,64,Unusable
Gavin Lux,666158,238.36,2025-07-21,8,0,0,0,1,0,2,4,0,39,74,Unusable
Ben Rice,700250,239.01,2025-06-23,0,0,0,1,4,3,3,1,0,39,70,Unusable
Coby Mayo,691723,239.19,2025-09-01,3,1,0,1,2,0,1,1,1,39,81,Unusable
Coby Mayo,691723,239.19,2025-09-08,2,0,0,2,1,0,2,3,0,39,61,Unusable
Willi Castro,650489,239.25,2025-03-24,0,3,0,1,1,0,1,3,0,39,22,IF2
Brett Baty,683146,239.56,2025-09-15,3,1,0,1,1,1,2,2,0,39,63,Unusable
Josh Smith,669701,239.59,2025-06-23,4,1,0,0,3,2,3,0,0,39,70,Unusable
Josh Smith,669701,239.59,2025-08-11,4,2,0,0,2,1,3,0,0,39,71,Unusable
Adam Frazier,624428,239.6,2025-08-04,8,0,0,0,0,1,3,3,0,39,64,Unusable
Noelvi Marte,682622,239.78,2025-07-28,5,0,0,1,0,0,4,1,1,39,80,Unusable
Ryan O'Hearn,656811,239.89,2025-08-04,1,0,0,1,6,0,1,3,0,39,64,Unusable
Tyler Stephenson,663886,239.91,2025-09-15,1,1,0,1,2,0,2,5,0,39,63,Unusable
Tyler Stephenson,663886,239.91,2025-09-22,3,1,0,1,1,1,2,2,0,39,53,Unusable
Kyle Teel,691019,239.94,2025-09-15,1,1,0,1,4,0,1,3,0,39,63,Unusable
Brooks Lee,686797,239.95,2025-04-21,7,1,0,0,2,0,1,2,0,39,57,Unusable
Brendan Rodgers,663898,239.98,2025-05-05,2,1,0,1,1,0,4,3,0,39,77,Unusable
Ke'Bryan Hayes,663647,240,2025-04-21,6,1,0,0,1,2,0,3,0,39,57,Unusable
Nick Yorke,694377,240,2025-09-15,3,1,0,1,2,0,3,1,0,39,63,Unusable
Marcelo Mayer,691785,NA,2025-07-07,2,3,0,0,1,0,4,2,0,39,65,Unusable
Brayan Rocchio,677587,NA,2025-08-04,5,1,0,0,1,1,1,1,2,39,64,Unusable
Brayan Rocchio,677587,NA,2025-09-08,4,2,0,0,3,0,2,1,0,39,61,Unusable
Yoan Moncada,660162,NA,2025-05-26,1,1,0,2,0,0,3,2,0,39,69,Unusable
Joey Bart,663698,NA,2025-08-11,1,2,0,1,2,0,1,3,0,39,71,Unusable
Ivan Herrera,671056,NA,2025-08-18,5,0,0,0,1,1,3,4,1,39,73,Unusable
Gabriel Arias,672356,NA,2025-05-05,5,1,0,0,1,1,3,3,0,39,77,Unusable
Amed Rosario,642708,NA,2025-04-28,3,1,0,1,0,0,2,5,0,39,79,Unusable
Javier Baez,595879,NA,2025-09-22,5,0,0,1,0,0,2,5,0,39,53,Unusable
Ernie Clement,676391,NA,2025-06-16,9,1,0,0,0,0,3,0,0,39,70,Unusable
Jonah Heim,641680,NA,2025-07-07,4,1,0,0,3,0,2,4,0,39,65,Unusable
Henry Davis,680779,NA,2025-06-02,1,1,0,2,0,0,2,3,0,39,64,Unusable
Trey Sweeney,700242,NA,2025-05-05,6,1,0,0,1,0,6,0,0,39,77,Unusable
Alejandro Kirk,672386,NA,2025-06-16,2,0,0,2,1,0,2,3,0,39,70,Unusable
Agustin Ramirez,682663,NA,2025-06-16,3,0,0,1,2,0,1,6,0,39,70,Unusable
Kyle Farmer,571657,NA,2025-04-07,4,3,0,0,3,0,0,0,0,39,56,Unusable
Luis Urias,649966,NA,2025-05-12,4,2,0,0,0,1,4,0,1,39,69,Unusable
Josh Rojas,668942,NA,2025-05-26,2,2,0,0,3,0,1,1,2,39,69,Unusable
Jose Iglesias,578428,NA,2025-04-07,3,2,0,0,2,0,2,4,0,39,56,Unusable
Elly De La Cruz,682829,5.23,2025-05-05,3,0,0,1,1,0,2,4,1,38,80,Unusable
Mookie Betts,605141,16.08,2025-06-09,3,1,0,0,5,0,2,2,0,38,79,Unusable
Matt Olson,621566,21.79,2025-05-26,3,3,0,0,1,0,2,2,0,38,73,Unusable
Freddie Freeman,518692,26.39,2025-03-24,0,1,0,2,0,0,2,4,0,38,24,IF2
Freddie Freeman,518692,26.39,2025-06-09,4,1,0,0,4,0,3,1,0,38,79,Unusable
Freddie Freeman,518692,26.39,2025-06-30,4,2,0,0,0,0,1,4,1,38,66,Unusable
Pete Alonso,624413,29.95,2025-05-19,4,0,0,1,2,0,2,3,0,38,71,Unusable
Rafael Devers,646240,35.39,2025-09-15,3,0,0,1,3,0,2,3,0,38,68,Unusable
Manny Machado,592518,45.54,2025-05-12,5,0,0,0,5,0,4,0,0,38,70,Unusable
Ozzie Albies,645277,58.95,2025-06-16,3,2,1,0,1,0,1,2,0,38,74,Unusable
Willy Adames,642715,76.34,2025-06-23,4,0,0,0,4,0,2,3,1,38,75,Unusable
Mark Vientos,668901,83.69,2025-07-07,4,2,1,0,0,0,0,3,0,38,67,Unusable
Josh Naylor,647304,89.6,2025-08-18,1,2,0,1,1,0,2,3,0,38,74,Unusable
Ezequiel Tovar,678662,111.22,2025-05-12,4,0,1,1,0,0,2,2,0,38,70,Unusable
Vinnie Pasquantino,686469,131.56,2025-05-05,9,0,0,0,1,0,2,2,0,38,80,Unusable
Vinnie Pasquantino,686469,131.56,2025-07-07,4,2,0,1,0,0,1,1,0,38,67,Unusable
Anthony Volpe,683011,135.32,2025-07-14,1,0,0,2,1,0,2,4,0,38,19,IF2
Gleyber Torres,650402,147.51,2025-08-04,2,1,0,0,4,0,4,3,0,38,69,Unusable
Alec Bohm,664761,148.29,2025-04-21,7,0,0,0,2,1,2,2,0,38,64,Unusable
Alec Bohm,664761,148.29,2025-06-02,6,1,0,0,2,0,1,1,1,38,67,Unusable
Max Muncy,691777,161.48,2025-06-02,2,0,0,2,0,0,2,4,0,38,67,Unusable
Xavier Edwards,669364,165.36,2025-06-30,7,0,0,0,1,0,5,0,1,38,66,Unusable
Xavier Edwards,669364,165.36,2025-07-14,1,2,1,0,1,0,4,2,0,38,19,IF2
Xavier Edwards,669364,165.36,2025-08-25,5,0,1,0,0,1,4,0,1,38,76,Unusable
Masyn Winn,691026,166.08,2025-07-21,6,2,0,0,0,0,0,4,0,38,77,Unusable
Masyn Winn,691026,166.08,2025-08-25,4,1,0,0,1,1,3,4,0,38,76,Unusable
Ryan McMahon,641857,172.9,2025-06-02,4,1,0,1,2,0,1,1,0,38,67,Unusable
Nathaniel Lowe,663993,192.46,2025-05-05,3,0,0,1,3,0,3,2,0,38,80,Unusable
Nathaniel Lowe,663993,192.46,2025-08-11,0,1,0,1,4,0,1,4,0,38,75,Unusable
Salvador Perez,521692,194.19,2025-05-05,4,2,0,0,1,1,0,4,0,38,80,Unusable
Bryson Stott,681082,202.3,2025-03-24,0,1,0,1,2,0,4,2,1,38,24,IF2
Bryson Stott,681082,202.3,2025-05-12,3,0,0,1,1,0,2,4,1,38,70,Unusable
Carlos Correa,621043,209.38,2025-05-05,5,0,0,1,1,0,1,4,0,38,80,Unusable
Xander Bogaerts,593428,211.87,2025-07-28,7,1,0,0,1,0,2,2,0,38,81,Unusable
Kristian Campbell,692225,212.49,2025-04-14,3,1,0,1,3,0,1,1,0,38,70,Unusable
Brandon Lowe,664040,213.94,2025-04-21,4,0,0,1,2,0,3,2,0,38,64,Unusable
Brandon Lowe,664040,213.94,2025-06-30,2,1,0,1,2,0,2,1,1,38,66,Unusable
Brandon Lowe,664040,213.94,2025-08-18,1,0,0,1,4,1,3,2,0,38,74,Unusable
Will Smith,669257,215.77,2025-07-28,2,3,0,0,2,0,2,2,0,38,81,Unusable
Nolan Arenado,571448,227.39,2025-06-23,5,2,0,0,1,0,2,2,0,38,75,Unusable
Nolan Arenado,571448,227.39,2025-07-21,3,1,0,0,3,0,4,1,1,38,77,Unusable
Jake Cronenworth,630105,229.63,2025-05-26,2,1,0,0,4,0,4,3,0,38,73,Unusable
Jake Cronenworth,630105,229.63,2025-08-11,4,0,0,0,3,1,3,4,0,38,75,Unusable
Yainer Diaz,673237,234.25,2025-04-07,1,1,0,1,1,0,3,5,0,38,59,Unusable
Colt Keith,690993,235.65,2025-06-30,4,2,0,0,2,0,3,1,0,38,66,Unusable
Andrew Vaughn,683734,236.76,2025-08-18,4,1,0,0,3,1,2,2,0,38,74,Unusable
Andrew Vaughn,683734,236.76,2025-09-15,1,3,0,0,3,0,1,3,0,38,68,Unusable
Kyle Manzardo,700932,237.05,2025-08-11,1,0,0,1,4,1,2,3,0,38,75,Unusable
Connor Norby,681393,237.78,2025-07-07,4,0,0,1,1,1,3,2,0,38,67,Unusable
Spencer Torkelson,679529,237.98,2025-06-09,2,0,0,1,3,1,3,2,0,38,79,Unusable
Tyler Soderstrom,691016,238.1,2025-04-28,5,1,0,0,1,0,2,3,1,38,81,Unusable
Logan O'Hoppe,681351,238.67,2025-04-21,1,0,0,2,1,0,3,3,0,38,64,Unusable
Coby Mayo,691723,239.19,2025-08-04,3,1,0,1,1,0,1,4,0,38,69,Unusable
Maikel Garcia,672580,239.72,2025-04-21,3,3,0,0,1,0,2,0,1,38,64,Unusable
Jeff McNeil,643446,239.75,2025-05-26,2,1,0,1,2,0,1,2,1,38,73,Unusable
Luis Rengifo,650859,239.81,2025-06-16,4,0,0,1,1,1,2,3,0,38,74,Unusable
Luis Rengifo,650859,239.81,2025-08-11,2,0,1,0,2,0,4,3,1,38,75,Unusable
Ryan O'Hearn,656811,239.89,2025-06-23,0,1,0,1,4,0,4,1,0,38,75,Unusable
Tyler Stephenson,663886,239.91,2025-07-28,2,1,0,0,6,0,3,1,0,38,81,Unusable
Brooks Lee,686797,239.95,2025-04-28,3,2,0,1,1,0,1,1,0,38,81,Unusable
Jorge Polanco,593871,239.99,2025-04-07,4,0,0,1,0,0,2,4,1,38,59,Unusable
Michael Massey,686681,239.99,2025-09-22,6,1,0,0,0,0,4,1,1,38,57,Unusable
Geraldo Perdomo,672695,240,2025-07-21,5,2,0,0,3,0,1,0,0,38,77,Unusable
Patrick Bailey,672275,240,2025-08-04,5,0,1,0,1,0,2,4,0,38,69,Unusable
Matt Mervis,670223,NA,2025-03-31,2,0,0,2,0,0,2,4,0,38,68,Unusable
Joey Bart,663698,NA,2025-05-05,7,0,0,0,3,0,1,3,0,38,80,Unusable
Mark Canha,592192,NA,2025-03-31,3,2,0,0,2,1,4,0,0,38,68,Unusable
David Hamilton,666152,NA,2025-04-28,4,1,0,0,0,0,3,1,3,38,81,Unusable
Ernie Clement,676391,NA,2025-05-12,3,1,0,1,1,0,2,3,0,38,70,Unusable
Miguel Amaya,665804,NA,2025-04-07,3,0,0,1,0,1,4,4,0,38,59,Unusable
Emmanuel Rivera,656896,NA,2025-05-05,5,2,0,0,1,0,2,2,0,38,80,Unusable
Alejandro Kirk,672386,NA,2025-04-28,6,0,0,1,0,0,1,4,0,38,81,Unusable
Agustin Ramirez,682663,NA,2025-08-04,5,0,0,0,2,1,1,2,2,38,69,Unusable
Thomas Saggese,695336,NA,2025-04-14,2,4,0,0,0,0,1,3,0,38,70,Unusable
Jose Trevino,624431,NA,2025-04-28,2,0,0,2,0,0,2,4,0,38,81,Unusable
Freddie Freeman,518692,26.39,2025-08-25,0,4,0,0,3,0,1,1,0,37,78,Unusable
Pete Alonso,624413,29.95,2025-08-18,1,1,0,1,2,0,3,3,0,37,77,Unusable
Rafael Devers,646240,35.39,2025-08-11,5,1,0,1,0,0,2,1,0,37,79,Unusable
Trea Turner,607208,35.91,2025-05-12,4,0,1,0,1,0,4,1,1,37,74,Unusable
Manny Machado,592518,45.54,2025-09-22,3,0,0,1,2,0,4,2,0,37,58,Unusable
William Contreras,661388,61.55,2025-04-21,6,0,0,0,3,0,2,3,0,37,68,Unusable
Christian Walker,572233,74.01,2025-03-31,4,1,0,1,0,1,2,1,0,37,70,Unusable
Willy Adames,642715,76.34,2025-08-11,1,0,0,1,2,0,4,1,2,37,79,Unusable
Jose Altuve,514888,81.09,2025-07-21,5,1,0,0,3,1,2,0,0,37,80,Unusable
Bo Bichette,666182,84.67,2025-06-09,6,0,0,0,1,0,4,4,0,37,82,Unusable
Eugenio Suarez,553993,104.99,2025-04-14,2,1,0,1,1,0,2,4,0,37,72,Unusable
Jake Burger,669394,115.47,2025-04-21,0,2,0,1,1,0,3,3,0,37,68,Unusable
Anthony Volpe,683011,135.32,2025-08-11,1,1,0,1,2,0,3,3,0,37,79,Unusable
Jackson Holliday,702616,135.54,2025-06-09,3,2,0,0,0,0,4,0,2,37,82,Unusable
Xavier Edwards,669364,165.36,2025-03-31,4,2,0,0,1,0,2,1,1,37,70,Unusable
Masyn Winn,691026,166.08,2025-05-05,2,2,0,0,3,0,2,3,0,37,87,Unusable
Salvador Perez,521692,194.19,2025-09-22,2,1,0,0,3,2,1,4,0,37,58,Unusable
Zach Neto,687263,202.06,2025-07-14,4,1,0,0,1,0,4,2,1,37,21,IF2
Will Smith,669257,215.77,2025-05-19,2,1,0,0,4,1,2,3,0,37,72,Unusable
Matt Shaw,807713,227.33,2025-08-11,1,1,0,1,2,0,2,2,1,37,79,Unusable
Nolan Arenado,571448,227.39,2025-09-15,3,2,0,0,0,0,2,6,0,37,70,Unusable
