player_name,mlbid,final_adp,week,w,qs,outs,so,er,ud_points,week_rank,rank_group
Chris Bassitt,605135,203.48,2025-05-05,1,0,18,6,4,29,74,Unusable
Chris Bassitt,605135,203.48,2025-08-25,0,0,17,6,2,29,64,Unusable
Max Scherzer,453286,213.93,2025-08-25,1,0,30,6,8,29,64,Unusable
Ronel Blanco,669854,220.43,2025-05-12,0,1,18,5,3,29,72,Unusable
Nestor Cortes,641482,223.32,2025-08-11,0,0,14,6,1,29,62,Unusable
Brady Singer,663903,227.02,2025-09-08,0,1,18,4,2,29,60,Unusable
Brady Singer,663903,227.02,2025-09-22,0,0,26,8,7,29,54,Unusable
Merrill Kelly,518876,229.59,2025-04-21,0,1,18,4,2,29,65,Unusable
Merrill Kelly,518876,229.59,2025-07-28,0,0,17,6,2,29,60,Unusable
Ranger Suarez,624133,230.82,2025-09-15,0,1,30,7,9,29,57,Unusable
Dustin May,669160,236.03,2025-06-16,0,1,18,5,3,29,62,Unusable
Erick Fedde,607200,237.02,2025-04-07,0,1,18,2,0,29,79,Unusable
Jeffrey Springs,605488,237.55,2025-09-01,0,1,18,4,2,29,55,Unusable
Eury Perez,691587,237.61,2025-09-08,0,0,17,7,3,29,60,Unusable
Michael Wacha,608379,238.28,2025-06-02,0,1,18,5,3,29,62,Unusable
Justin Verlander,434378,238.33,2025-04-07,0,0,17,9,5,29,79,Unusable
Justin Verlander,434378,238.33,2025-07-21,1,0,15,3,0,29,64,Unusable
Jack Leiter,683004,238.35,2025-03-24,1,0,15,4,1,29,38,Unusable
Kris Bubic,663460,238.54,2025-04-28,1,0,15,3,0,29,67,Unusable
Will Warren,701542,238.96,2025-06-09,0,0,17,4,0,29,64,Unusable
Will Warren,701542,238.96,2025-08-25,1,0,15,3,0,29,64,Unusable
Will Warren,701542,238.96,2025-09-22,1,0,15,7,4,29,54,Unusable
David Peterson,656849,239.2,2025-07-28,0,1,18,4,2,29,60,Unusable
Jameson Taillon,592791,239.25,2025-04-21,0,1,21,2,1,29,65,Unusable
Zack Littell,641793,239.48,2025-05-12,1,1,22,2,3,29,72,Unusable
Zack Littell,641793,239.48,2025-08-11,0,1,18,3,1,29,62,Unusable
Zack Littell,641793,239.48,2025-08-25,0,1,21,4,3,29,64,Unusable
Zack Littell,641793,239.48,2025-09-08,0,1,18,4,2,29,60,Unusable
Brayan Bello,678394,239.54,2025-08-11,1,1,19,2,2,29,62,Unusable
Taijuan Walker,592836,239.58,2025-04-07,0,0,14,5,0,29,79,Unusable
Nick Martinez,607259,239.65,2025-04-07,0,0,17,8,4,29,79,Unusable
Nick Martinez,607259,239.65,2025-05-05,0,1,18,5,3,29,74,Unusable
Nick Martinez,607259,239.65,2025-05-19,0,1,18,3,1,29,70,Unusable
Nick Martinez,607259,239.65,2025-07-14,1,0,15,5,2,29,32,P3
Nick Martinez,607259,239.65,2025-07-21,1,0,15,5,2,29,64,Unusable
Cade Povich,700249,239.66,2025-09-08,0,0,17,6,2,29,60,Unusable
JP Sears,676664,239.71,2025-04-21,1,0,15,5,2,29,65,Unusable
Matthew Boyd,571510,239.73,2025-09-01,0,1,21,3,2,29,55,Unusable
Clarke Schmidt,657376,239.76,2025-05-05,0,1,18,4,2,29,74,Unusable
Clarke Schmidt,657376,239.76,2025-05-19,0,0,14,8,3,29,70,Unusable
Tyler Anderson,542881,239.77,2025-05-26,0,1,18,3,1,29,68,Unusable
Tyler Anderson,542881,239.77,2025-07-21,0,0,32,5,6,29,64,Unusable
Andrew Heaney,571760,239.82,2025-05-19,1,0,15,4,1,29,70,Unusable
Ryne Nelson,669194,239.82,2025-06-09,1,0,15,3,0,29,64,Unusable
Ben Brown,676962,239.83,2025-06-16,1,0,15,5,2,29,62,Unusable
Ben Brown,676962,239.83,2025-07-21,1,0,15,4,1,29,64,Unusable
Miles Mikolas,571945,239.88,2025-04-21,0,1,18,2,0,29,65,Unusable
Kyle Hendricks,543294,239.97,2025-03-31,0,1,18,4,2,29,68,Unusable
Osvaldo Bido,674370,239.98,2025-03-24,1,0,15,4,1,29,38,Unusable
Chris Paddack,663978,239.98,2025-06-23,0,0,29,7,7,29,68,Unusable
Simeon Woods Richardson,680573,239.99,2025-09-08,1,0,15,6,3,29,60,Unusable
Zebby Matthews,805673,NA,2025-06-02,1,0,15,4,1,29,62,Unusable
Cal Quantrill,615698,NA,2025-07-28,1,0,15,3,0,29,60,Unusable
Davis Martin,663436,NA,2025-03-24,0,1,18,2,0,29,38,Unusable
Jack Kochanowicz,686799,NA,2025-03-24,0,1,18,4,2,29,38,Unusable
Mitch Spence,687765,NA,2025-06-02,1,0,15,4,1,29,62,Unusable
Mitch Spence,687765,NA,2025-06-16,0,0,29,5,5,29,62,Unusable
Cade Horton,690990,NA,2025-06-09,0,0,17,4,0,29,64,Unusable
Cade Horton,690990,NA,2025-07-14,0,0,17,4,0,29,32,P3
Cade Horton,690990,NA,2025-07-28,1,0,15,3,0,29,60,Unusable
Emerson Hancock,676106,NA,2025-05-12,0,0,29,8,8,29,72,Unusable
Andre Pallante,669467,NA,2025-05-26,0,0,17,7,3,29,68,Unusable
Kyle Freeland,607536,NA,2025-04-28,0,1,18,5,3,29,67,Unusable
Kyle Freeland,607536,NA,2025-05-12,0,1,18,5,3,29,72,Unusable
Kyle Freeland,607536,NA,2025-06-09,0,1,18,5,3,29,64,Unusable
Kyle Freeland,607536,NA,2025-09-08,0,0,17,5,1,29,60,Unusable
Garrett Crochet,676979,45.81,2025-05-19,0,0,16,5,1,28,74,Unusable
Jacob deGrom,594798,96.37,2025-04-21,0,0,16,6,2,28,70,Unusable
Jacob deGrom,594798,96.37,2025-09-08,1,1,21,2,3,28,67,Unusable
Tanner Bibee,676440,118.48,2025-03-24,1,0,17,2,0,28,45,Unusable
Tanner Bibee,676440,118.48,2025-09-01,0,1,20,3,2,28,58,Unusable
Joe Ryan,657746,132.76,2025-06-16,0,0,16,7,3,28,67,Unusable
Clay Holmes,605280,151.97,2025-04-28,1,1,18,3,3,28,69,Unusable
Jose Berrios,621244,167.54,2025-04-21,0,0,16,4,0,28,70,Unusable
Jesus Luzardo,666200,176.07,2025-04-28,0,0,16,6,2,28,69,Unusable
Zach Eflin,621107,184.56,2025-03-24,1,1,18,2,2,28,45,Unusable
Zach Eflin,621107,184.56,2025-04-07,1,1,18,1,1,28,86,Unusable
Chris Bassitt,605135,203.48,2025-07-07,1,1,18,1,1,28,66,Unusable
Tanner Houck,656557,205.65,2025-04-07,0,1,20,2,1,28,86,Unusable
Luis Gil,661563,237.86,2025-09-01,1,1,18,1,1,28,58,Unusable
Michael Wacha,608379,238.28,2025-07-21,0,0,16,5,1,28,68,Unusable
Jack Leiter,683004,238.35,2025-07-28,0,0,13,7,2,28,66,Unusable
Jose Soriano,667755,238.37,2025-03-31,0,0,16,9,5,28,71,Unusable
Yu Darvish,506433,239.07,2025-07-07,0,0,25,7,6,28,66,Unusable
Sean Burke,680732,239.12,2025-04-14,0,0,25,7,6,28,77,Unusable
Eduardo Rodriguez,593958,239.58,2025-04-28,0,0,28,11,11,28,69,Unusable
Michael Lorenzen,547179,239.59,2025-03-31,0,0,16,7,3,28,71,Unusable
Shane Bieber,669456,239.6,2025-08-25,0,0,16,6,2,28,68,Unusable
JP Sears,676664,239.71,2025-09-22,1,0,17,4,2,28,57,Unusable
Ben Brown,676962,239.83,2025-05-12,0,0,16,6,2,28,76,Unusable
German Marquez,608566,239.88,2025-06-16,1,0,17,2,0,28,67,Unusable
Dean Kremer,665152,239.89,2025-09-15,1,0,17,4,2,28,59,Unusable
Antonio Senzatela,622608,239.92,2025-05-19,0,0,31,7,8,28,74,Unusable
Mitchell Parker,680730,239.95,2025-07-21,1,0,17,4,2,28,68,Unusable
Edward Cabrera,665795,239.99,2025-06-23,0,0,16,6,2,28,71,Unusable
Trevor Williams,592866,NA,2025-06-16,0,0,16,6,2,28,67,Unusable
Emerson Hancock,676106,NA,2025-05-19,1,1,18,3,3,28,74,Unusable
Joey Cantillo,676282,NA,2025-08-04,1,0,17,3,1,28,61,Unusable
Trevor Rogers,669432,NA,2025-09-01,0,0,16,6,2,28,58,Unusable
Paul Skenes,694973,19.33,2025-07-07,0,0,15,6,2,27,68,Unusable
Paul Skenes,694973,19.33,2025-07-28,0,0,15,8,4,27,67,Unusable
Zack Wheeler,554430,40.13,2025-08-11,0,0,15,6,2,27,66,Unusable
Dylan Cease,656302,52.79,2025-06-02,0,0,15,7,3,27,68,Unusable
Dylan Cease,656302,52.79,2025-06-23,0,0,12,8,3,27,72,Unusable
Chris Sale,519242,66.64,2025-03-24,0,0,15,7,3,27,47,Unusable
Spencer Strider,675911,71.74,2025-07-21,0,0,15,7,3,27,70,Unusable
Framber Valdez,664285,83.25,2025-03-31,0,0,15,9,5,27,73,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-04-21,0,0,15,5,1,27,72,Unusable
Hunter Greene,668881,97.59,2025-05-05,0,0,9,6,0,27,80,Unusable
Luis Castillo,622491,101.92,2025-07-21,0,0,15,7,3,27,70,Unusable
Hunter Brown,686613,102.8,2025-07-21,0,0,15,5,1,27,70,Unusable
Freddy Peralta,642547,106.07,2025-09-08,0,0,15,9,5,27,68,Unusable
Bryce Miller,682243,120.1,2025-04-07,0,0,15,5,1,27,88,Unusable
Sonny Gray,543243,129.65,2025-06-16,0,0,15,5,1,27,70,Unusable
Joe Ryan,657746,132.76,2025-03-24,0,0,15,5,1,27,47,Unusable
Cristopher Sanchez,650911,137.12,2025-09-15,0,0,21,6,4,27,60,Unusable
Kodai Senga,673540,141.74,2025-04-28,0,0,12,6,1,27,72,Unusable
Kodai Senga,673540,141.74,2025-07-21,0,0,24,8,7,27,70,Unusable
Nick Pivetta,601713,150.28,2025-08-25,0,0,15,6,2,27,69,Unusable
Clay Holmes,605280,151.97,2025-08-04,0,0,15,6,2,27,62,Unusable
Gavin Williams,668909,157.88,2025-05-12,0,0,15,6,2,27,77,Unusable
Jose Berrios,621244,167.54,2025-08-04,1,0,16,5,3,27,62,Unusable
Taj Bradley,671737,174.81,2025-06-09,0,0,12,5,0,27,68,Unusable
Jesus Luzardo,666200,176.07,2025-09-15,0,0,21,6,4,27,60,Unusable
Ryan Pepiot,686752,190.49,2025-07-14,0,0,18,8,5,27,34,P3
Shane Baz,669358,218.42,2025-08-04,0,0,12,9,4,27,62,Unusable
Sean Manaea,640455,219.32,2025-07-14,0,0,12,6,1,27,34,P3
Merrill Kelly,518876,229.59,2025-06-23,0,0,15,7,3,27,72,Unusable
Grant Holmes,656550,230.63,2025-06-23,0,0,15,6,2,27,72,Unusable
Kumar Rocker,677958,231.61,2025-06-16,1,0,16,4,2,27,70,Unusable
Dustin May,669160,236.03,2025-05-12,0,0,15,8,4,27,77,Unusable
Erick Fedde,607200,237.02,2025-08-04,1,0,31,4,7,27,62,Unusable
Jeffrey Springs,605488,237.55,2025-04-14,1,0,22,7,7,27,78,Unusable
Michael Wacha,608379,238.28,2025-07-07,0,0,15,5,1,27,68,Unusable
Griffin Canning,656288,238.91,2025-03-31,0,0,12,6,1,27,73,Unusable
Will Warren,701542,238.96,2025-06-02,1,0,16,6,4,27,68,Unusable
Sean Burke,680732,239.12,2025-07-07,0,0,30,7,8,27,68,Unusable
Sean Burke,680732,239.12,2025-07-21,0,0,12,5,0,27,70,Unusable
Sean Burke,680732,239.12,2025-07-28,0,0,15,7,3,27,67,Unusable
David Peterson,656849,239.2,2025-08-04,0,0,18,7,4,27,62,Unusable
Jacob Misiorowski,694819,239.39,2025-07-28,0,0,12,7,2,27,67,Unusable
Zack Littell,641793,239.48,2025-05-19,0,0,15,6,2,27,77,Unusable
Zack Littell,641793,239.48,2025-07-28,0,0,15,4,0,27,67,Unusable
Brayan Bello,678394,239.54,2025-05-19,0,0,12,7,2,27,77,Unusable
Shane Smith,681343,239.56,2025-05-12,0,0,15,5,1,27,77,Unusable
Eduardo Rodriguez,593958,239.58,2025-04-07,0,1,19,3,2,27,88,Unusable
Matthew Boyd,571510,239.73,2025-04-28,0,0,15,6,2,27,72,Unusable
Matthew Boyd,571510,239.73,2025-06-16,0,0,15,6,2,27,70,Unusable
Clarke Schmidt,657376,239.76,2025-06-23,0,0,18,7,4,27,72,Unusable
Landen Roupp,694738,239.78,2025-03-31,0,0,12,8,3,27,73,Unusable
Michael Soroka,647336,239.82,2025-05-05,0,0,15,8,4,27,80,Unusable
Ben Brown,676962,239.83,2025-04-14,0,0,12,6,1,27,78,Unusable
Jordan Hicks,663855,239.84,2025-04-28,0,0,15,7,3,27,72,Unusable
Miles Mikolas,571945,239.88,2025-06-16,0,0,15,6,2,27,70,Unusable
Miles Mikolas,571945,239.88,2025-08-25,0,0,15,5,1,27,69,Unusable
David Festa,701581,239.97,2025-06-30,0,0,18,7,4,27,61,Unusable
Kyle Hendricks,543294,239.97,2025-04-07,0,0,27,5,5,27,88,Unusable
Kyle Hendricks,543294,239.97,2025-06-23,0,0,15,5,1,27,72,Unusable
Chris Paddack,663978,239.98,2025-04-07,0,0,15,5,1,27,88,Unusable
Edward Cabrera,665795,239.99,2025-04-21,0,0,15,7,3,27,72,Unusable
Chase Dollander,801403,239.99,2025-09-08,0,0,15,5,1,27,68,Unusable
Jake Irvin,663623,NA,2025-04-07,0,0,18,7,4,27,88,Unusable
Logan Allen,671106,NA,2025-06-16,1,0,16,4,2,27,70,Unusable
Tony Gonsolin,664062,NA,2025-06-02,0,0,15,6,2,27,68,Unusable
Michael McGreevy,700241,NA,2025-06-16,0,0,15,5,1,27,70,Unusable
Chad Patrick,694477,NA,2025-09-22,0,0,9,6,0,27,58,Unusable
Ben Lively,594902,NA,2025-05-05,1,0,16,3,1,27,80,Unusable
Trevor Williams,592866,NA,2025-04-14,0,0,15,5,1,27,78,Unusable
Trevor Williams,592866,NA,2025-04-21,0,0,15,5,1,27,72,Unusable
Mitch Spence,687765,NA,2025-06-09,0,0,15,4,0,27,68,Unusable
Andre Pallante,669467,NA,2025-04-28,0,1,28,5,7,27,72,Unusable
Andre Pallante,669467,NA,2025-08-11,0,0,15,8,4,27,66,Unusable
Joey Cantillo,676282,NA,2025-08-11,0,0,15,5,1,27,66,Unusable
Tarik Skubal,669373,28.21,2025-08-11,0,1,21,3,3,26,69,Unusable
Corbin Burnes,669203,62,2025-04-14,0,1,18,3,2,26,81,Unusable
Pablo Lopez,641154,86.1,2025-06-02,1,0,15,4,2,26,71,Unusable
Spencer Schwellenbach,680885,86.92,2025-06-02,0,1,18,4,3,26,71,Unusable
Luis Castillo,622491,101.92,2025-04-28,0,1,18,2,1,26,76,Unusable
Sandy Alcantara,645261,112.89,2025-03-31,1,0,15,4,2,26,76,Unusable
Sandy Alcantara,645261,112.89,2025-04-21,0,1,18,4,3,26,75,Unusable
Tanner Bibee,676440,118.48,2025-04-07,0,0,14,4,0,26,93,Unusable
Bryce Miller,682243,120.1,2025-09-22,0,0,29,6,7,26,59,Unusable
George Kirby,669923,127.32,2025-07-07,1,0,15,6,4,26,71,Unusable
Robbie Ray,592662,127.55,2025-09-01,0,0,14,8,4,26,61,Unusable
Sonny Gray,543243,129.65,2025-04-21,0,1,18,4,3,26,75,Unusable
Jack Flaherty,656427,136.28,2025-03-24,0,0,17,5,2,26,49,Unusable
Jack Flaherty,656427,136.28,2025-08-25,0,0,17,4,1,26,71,Unusable
Cristopher Sanchez,650911,137.12,2025-05-26,0,0,17,5,2,26,70,Unusable
Clay Holmes,605280,151.97,2025-04-21,1,0,15,2,0,26,75,Unusable
Clay Holmes,605280,151.97,2025-09-01,0,0,14,6,2,26,61,Unusable
Gavin Williams,668909,157.88,2025-07-21,0,1,18,3,2,26,75,Unusable
Brandon Pfaadt,694297,168.26,2025-06-09,1,0,15,4,2,26,70,Unusable
Mitch Keller,656605,182.86,2025-06-16,0,0,17,5,2,26,76,Unusable
Mitch Keller,656605,182.86,2025-09-22,0,0,11,6,1,26,59,Unusable
Nick Lodolo,666157,188.35,2025-06-02,0,1,18,4,3,26,71,Unusable
Walker Buehler,621111,190.38,2025-09-08,1,0,15,3,1,26,70,Unusable
Walker Buehler,621111,190.38,2025-09-22,1,0,15,2,0,26,59,Unusable
Ryan Pepiot,686752,190.49,2025-04-07,1,0,15,5,3,26,93,Unusable
Shane Baz,669358,218.42,2025-06-02,1,0,15,5,3,26,71,Unusable
Sean Manaea,640455,219.32,2025-08-04,0,0,29,8,9,26,67,Unusable
Sean Manaea,640455,219.32,2025-08-18,0,0,14,8,4,26,67,Unusable
Ronel Blanco,669854,220.43,2025-03-31,0,0,20,9,7,26,76,Unusable
Merrill Kelly,518876,229.59,2025-08-25,1,1,19,2,3,26,71,Unusable
Luis Severino,622663,232.8,2025-09-15,1,0,15,3,1,26,62,Unusable
Casey Mize,663554,234.59,2025-04-28,1,0,21,4,4,26,76,Unusable
Casey Mize,663554,234.59,2025-09-01,1,0,15,3,1,26,61,Unusable
Erick Fedde,607200,237.02,2025-05-12,0,0,17,3,0,26,80,Unusable
Jeffrey Springs,605488,237.55,2025-09-22,1,0,15,3,1,26,59,Unusable
Tomoyuki Sugano,608372,238.15,2025-05-19,0,1,18,3,2,26,79,Unusable
Kris Bubic,663460,238.54,2025-07-07,0,0,17,6,3,26,71,Unusable
Kris Bubic,663460,238.54,2025-07-14,1,0,15,2,0,26,36,P3
Yu Darvish,506433,239.07,2025-09-22,1,0,15,4,2,26,59,Unusable
Zack Littell,641793,239.48,2025-07-14,0,1,18,3,2,26,36,P3
Brayan Bello,678394,239.54,2025-06-02,0,1,18,4,3,26,71,Unusable
Brayan Bello,678394,239.54,2025-07-14,0,1,18,4,3,26,36,P3
Shane Smith,681343,239.56,2025-09-01,1,0,15,6,4,26,61,Unusable
Michael Lorenzen,547179,239.59,2025-06-09,0,1,18,4,3,26,70,Unusable
Shane Bieber,669456,239.6,2025-09-01,1,0,18,6,5,26,61,Unusable
Cade Povich,700249,239.66,2025-05-26,0,0,14,9,5,26,70,Unusable
JP Sears,676664,239.71,2025-03-31,1,1,19,2,3,26,76,Unusable
Tyler Anderson,542881,239.77,2025-06-23,0,0,14,5,1,26,77,Unusable
Andrew Heaney,571760,239.82,2025-05-26,0,0,32,5,7,26,70,Unusable
Richard Fitts,690916,239.84,2025-03-24,0,1,18,4,3,26,49,Unusable
Mitchell Parker,680730,239.95,2025-05-26,0,0,29,6,7,26,70,Unusable
David Festa,701581,239.97,2025-04-07,0,0,14,4,0,26,93,Unusable
Kyle Hendricks,543294,239.97,2025-05-12,0,1,18,4,3,26,80,Unusable
Kyle Hendricks,543294,239.97,2025-08-25,0,1,18,2,1,26,71,Unusable
Clayton Kershaw,477132,239.98,2025-06-16,1,0,15,4,2,26,76,Unusable
Clayton Kershaw,477132,239.98,2025-07-07,0,1,18,3,2,26,71,Unusable
Edward Cabrera,665795,239.99,2025-04-07,0,0,17,5,2,26,93,Unusable
Edward Cabrera,665795,239.99,2025-04-28,0,0,29,6,7,26,76,Unusable
Simeon Woods Richardson,680573,239.99,2025-06-30,1,0,15,3,1,26,62,Unusable
Chase Dollander,801403,239.99,2025-03-31,1,0,15,6,4,26,76,Unusable
Chase Dollander,801403,239.99,2025-06-09,0,1,18,4,3,26,70,Unusable
Logan Allen,671106,NA,2025-04-07,0,0,14,4,0,26,93,Unusable
Matthew Liberatore,669461,NA,2025-03-31,0,1,18,4,3,26,76,Unusable
Jack Kochanowicz,686799,NA,2025-03-31,1,0,15,4,2,26,76,Unusable
Jack Kochanowicz,686799,NA,2025-04-21,0,1,18,3,2,26,75,Unusable
Jose Quintana,500779,NA,2025-07-14,1,0,18,5,4,26,36,P3
Jose Quintana,500779,NA,2025-07-28,1,0,15,4,2,26,71,Unusable
Jose Quintana,500779,NA,2025-09-08,0,0,32,6,8,26,70,Unusable
Cade Horton,690990,NA,2025-08-25,1,0,15,4,2,26,71,Unusable
Emerson Hancock,676106,NA,2025-04-28,0,1,18,4,3,26,76,Unusable
Andre Pallante,669467,NA,2025-09-01,0,1,18,3,2,26,61,Unusable
Caden Dana,702674,NA,2025-09-08,0,0,14,9,5,26,70,Unusable
Kyle Freeland,607536,NA,2025-05-26,0,1,18,4,3,26,70,Unusable
Kyle Freeland,607536,NA,2025-07-07,0,0,17,6,3,26,71,Unusable
Kyle Freeland,607536,NA,2025-09-22,0,1,18,4,3,26,59,Unusable
Gunnar Hoglund,680684,NA,2025-05-19,0,0,29,7,8,26,79,Unusable
Dylan Cease,656302,52.79,2025-03-24,0,0,13,7,3,25,51,Unusable
Dylan Cease,656302,52.79,2025-04-21,0,0,13,6,2,25,79,Unusable
Logan Gilbert,669302,55.11,2025-06-23,0,0,16,7,4,25,78,Unusable
Aaron Nola,605400,75.01,2025-03-24,0,0,16,8,5,25,51,Unusable
Shota Imanaga,684007,101.3,2025-09-01,1,1,18,2,3,25,67,Unusable
Hunter Brown,686613,102.8,2025-08-04,0,0,16,5,2,25,68,Unusable
Zac Gallen,668678,113.12,2025-06-09,0,0,19,6,4,25,73,Unusable
Sonny Gray,543243,129.65,2025-06-30,0,0,19,6,4,25,63,Unusable
Bryan Woo,693433,161.21,2025-05-26,0,1,20,3,3,25,75,Unusable
Jose Berrios,621244,167.54,2025-07-14,1,0,17,5,4,25,40,Unusable
Brandon Pfaadt,694297,168.26,2025-07-21,0,0,16,5,2,25,76,Unusable
Nick Lodolo,666157,188.35,2025-03-24,1,1,18,1,2,25,51,Unusable
Max Scherzer,453286,213.93,2025-09-01,0,0,13,8,4,25,67,Unusable
Tomoyuki Sugano,608372,238.15,2025-07-07,1,1,18,2,3,25,75,Unusable
Tomoyuki Sugano,608372,238.15,2025-08-25,0,0,28,10,11,25,75,Unusable
Michael Wacha,608379,238.28,2025-08-11,1,0,17,3,2,25,70,Unusable
Charlie Morton,450203,238.52,2025-08-04,0,0,13,10,6,25,68,Unusable
Kris Bubic,663460,238.54,2025-04-14,0,0,16,6,3,25,82,Unusable
Will Warren,701542,238.96,2025-09-15,0,0,16,4,1,25,63,Unusable
Sean Burke,680732,239.12,2025-08-04,0,0,10,7,2,25,68,Unusable
Drew Rasmussen,656876,239.34,2025-05-05,0,0,28,5,6,25,83,Unusable
Drew Rasmussen,656876,239.34,2025-06-16,0,0,16,5,2,25,78,Unusable
Zack Littell,641793,239.48,2025-07-07,1,0,17,4,3,25,75,Unusable
Michael Lorenzen,547179,239.59,2025-05-12,0,0,22,5,4,25,82,Unusable
Cade Povich,700249,239.66,2025-06-02,0,0,16,5,2,25,76,Unusable
JP Sears,676664,239.71,2025-07-28,0,0,13,6,2,25,72,Unusable
JP Sears,676664,239.71,2025-09-08,0,0,13,8,4,25,73,Unusable
Miles Mikolas,571945,239.88,2025-09-01,1,1,18,0,1,25,67,Unusable
Antonio Senzatela,622608,239.92,2025-03-31,0,0,16,3,0,25,82,Unusable
Andrew Abbott,671096,239.97,2025-05-19,1,0,17,2,1,25,81,Unusable
Osvaldo Bido,674370,239.98,2025-05-05,0,0,16,6,3,25,83,Unusable
Clayton Kershaw,477132,239.98,2025-09-15,0,0,13,6,2,25,63,Unusable
Michael McGreevy,700241,NA,2025-09-22,1,0,29,5,8,25,65,Unusable
Cal Quantrill,615698,NA,2025-04-21,1,0,17,5,4,25,79,Unusable
Jose Quintana,500779,NA,2025-06-23,1,0,17,5,4,25,78,Unusable
Jonathan Cannon,686563,NA,2025-04-14,0,0,13,4,0,25,82,Unusable
Jonathan Cannon,686563,NA,2025-07-21,0,0,13,9,5,25,76,Unusable
Andre Pallante,669467,NA,2025-03-31,0,0,13,6,2,25,82,Unusable
Martin Perez,527048,NA,2025-09-08,0,1,20,3,3,25,73,Unusable
Joey Cantillo,676282,NA,2025-06-30,0,0,10,5,0,25,63,Unusable
Kyle Freeland,607536,NA,2025-03-31,0,1,20,3,3,25,82,Unusable
Kyle Freeland,607536,NA,2025-04-07,0,0,34,7,10,25,98,Unusable
Paul Skenes,694973,19.33,2025-04-07,0,0,18,7,5,24,99,Unusable
Zack Wheeler,554430,40.13,2025-07-07,0,0,18,6,4,24,77,Unusable
Dylan Cease,656302,52.79,2025-07-07,0,0,18,8,6,24,77,Unusable
Dylan Cease,656302,52.79,2025-07-21,0,0,15,5,2,24,78,Unusable
Dylan Cease,656302,52.79,2025-09-15,0,0,18,6,4,24,65,Unusable
Logan Gilbert,669302,55.11,2025-09-22,0,0,15,5,2,24,66,Unusable
Cole Ragans,666142,57.5,2025-05-12,0,0,15,7,4,24,83,Unusable
Spencer Strider,675911,71.74,2025-04-14,0,0,15,5,2,24,84,Unusable
Shota Imanaga,684007,101.3,2025-06-30,1,0,16,4,3,24,65,Unusable
Hunter Brown,686613,102.8,2025-06-16,0,0,15,4,1,24,79,Unusable
Hunter Brown,686613,102.8,2025-07-14,0,0,12,7,3,24,41,Unusable
Freddy Peralta,642547,106.07,2025-05-26,0,0,15,6,3,24,76,Unusable
Zac Gallen,668678,113.12,2025-04-21,0,0,15,6,3,24,81,Unusable
Bailey Ober,641927,118.13,2025-03-31,0,0,12,5,1,24,85,Unusable
Tanner Bibee,676440,118.48,2025-05-26,0,0,15,7,4,24,76,Unusable
Kevin Gausman,592332,125.67,2025-06-09,0,0,15,7,4,24,74,Unusable
George Kirby,669923,127.32,2025-06-09,0,0,15,5,2,24,74,Unusable
Robbie Ray,592662,127.55,2025-03-24,1,0,16,4,3,24,54,Unusable
Robbie Ray,592662,127.55,2025-04-14,0,0,12,8,4,24,84,Unusable
Jack Flaherty,656427,136.28,2025-09-15,0,0,15,4,1,24,65,Unusable
Seth Lugo,607625,136.46,2025-06-02,0,0,15,5,2,24,77,Unusable
Kodai Senga,673540,141.74,2025-07-07,0,0,12,4,0,24,77,Unusable
Yusei Kikuchi,579328,146.02,2025-04-28,0,0,15,5,2,24,80,Unusable
Yusei Kikuchi,579328,146.02,2025-05-26,0,0,15,4,1,24,76,Unusable
MacKenzie Gore,669022,158.05,2025-07-21,0,0,15,4,1,24,78,Unusable
Bryan Woo,693433,161.21,2025-03-31,0,0,18,6,4,24,85,Unusable
Bryan Woo,693433,161.21,2025-06-02,0,0,18,6,4,24,77,Unusable
Bryan Woo,693433,161.21,2025-07-14,0,0,18,6,4,24,41,Unusable
Taj Bradley,671737,174.81,2025-03-31,0,0,15,7,4,24,85,Unusable
Taj Bradley,671737,174.81,2025-09-01,0,0,15,7,4,24,70,Unusable
Zach Eflin,621107,184.56,2025-07-21,0,0,15,5,2,24,78,Unusable
Brandon Woodruff,605540,204.68,2025-08-11,0,0,12,4,0,24,71,Unusable
Max Scherzer,453286,213.93,2025-09-08,0,0,15,5,2,24,75,Unusable
Shane Baz,669358,218.42,2025-06-16,1,0,16,6,5,24,79,Unusable
Shane Baz,669358,218.42,2025-07-21,0,0,27,9,10,24,78,Unusable
Shane Baz,669358,218.42,2025-07-28,0,0,15,8,5,24,73,Unusable
Sean Manaea,640455,219.32,2025-07-28,0,0,15,4,1,24,73,Unusable
Sean Manaea,640455,219.32,2025-08-11,0,0,15,7,4,24,71,Unusable
Ryan Weathers,677960,219.68,2025-05-19,0,0,15,4,1,24,82,Unusable
Ronel Blanco,669854,220.43,2025-04-28,0,0,15,6,3,24,80,Unusable
Merrill Kelly,518876,229.59,2025-05-19,0,0,18,6,4,24,82,Unusable
Luis Severino,622663,232.8,2025-04-28,0,0,15,4,1,24,80,Unusable
Luis Severino,622663,232.8,2025-06-16,0,0,15,5,2,24,79,Unusable
Erick Fedde,607200,237.02,2025-06-16,0,0,15,4,1,24,79,Unusable
Tomoyuki Sugano,608372,238.15,2025-08-11,1,0,16,2,1,24,71,Unusable
Tomoyuki Sugano,608372,238.15,2025-08-18,0,0,15,3,0,24,68,Unusable
Michael Wacha,608379,238.28,2025-04-28,0,1,19,3,3,24,80,Unusable
